rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Junior suite Room With Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Executive One Bedroom,room,executive,private bathroom,,,not club,1 bedroom,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
dormBed in a dormitory room with 4 bunk beds (facilities out of the room)   in block,dorm,,shared bathroom,,,not club,,no balcony,,
Luxury Junior Suite,junior-suite,luxury,private bathroom,,,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Spacious One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
Large King Room with City View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Deluxe Studio With Large Balcony (2 Twin Beds and 1 Large Twin Sofa Bed),studio,deluxe,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
Superior DOUBLE SUPERIOR WITH TERRACE,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Twin Room and breakfast rate,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double room King bed - Aloft - Sea view Double room King bed - Aloft - Sea view sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Deluxe Deluxe Lagoon View Room 1 KB or 2 DB Lagoon,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Spacious One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Large Twin Room Large Twin Room,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Suite Suite, 1 Double Bed (Landmark)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
1 Bedroom Apartment with balcony,apartment,,private bathroom,,,not club,1 bedroom,balcony,,
"Deluxe Room, Lanai, Seaside",room,deluxe,private bathroom,,,not club,,no balcony,,
Economy Single Room(No View),room,economy,private bathroom,,single,not club,,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Studio With Large Balcony (2 Twin Beds and 1 Large Twin Sofa Bed),studio,deluxe,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Hilton, Basic Twin Room (2 Twin Beds)",room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Traditional Room, 1 King Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Three Bedroom Grand Suite With Sea or Marina View Non-Smoking,suite,grand,private bathroom,,,not club,3 bedrooms,no balcony,harbour view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Connecting Family Room Connecting Family Room,room,standard,private bathroom,,,not club,,no balcony,,
Luxury Guestroom with Shared Pool,room,luxury,private bathroom,,,not club,,no balcony,,
Suite - King bed - Sofa bed Suite - King bed - Sofa bed,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Vilòn Charming Garden,room,standard,private bathroom,,,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Ocean View Pool Villa King,villa,,private bathroom,,,not club,,no balcony,ocean view,
KING TWO BEDROOM APARTMENT Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
Deluxe Deluxe Double Room,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
"Comfort Room, 1 King Bed, Balcony, Pool View (with Sofabed) (1 King Bed)",room,comfort,private bathroom,double/double-or-twin,double,not club,,balcony,pool view,
Standard Superior bay view,room,superior,private bathroom,,,not club,,no balcony,bay view,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Superior DOUBLE SUPERIOR WITH TERRACE,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Sea Front View Room with Balcony - Twin Bed Half Board,room,standard,private bathroom,twin/twin-or-double,double,not club,,balcony,sea front,
Queen Room with Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
"Executive Suite Executive Suite, 2 Twin Beds and 1 Double Bed",suite,executive,private bathroom,,double,not club,,no balcony,,
ONE BEDROOM SUITE (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
TWIN STANDARD,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Double Room, Sea View (Connecting) (4 Twin Beds)",room,standard,private bathroom,twin/twin-or-double,quadruple,not club,,no balcony,sea view,
Guest Room -Twin Bed Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Garden View Room,room,deluxe,private bathroom,,,not club,,no balcony,garden view,
Superior Room With Queen Bed And Double Sofa Bed Superior Room With Queen Bed And Double Sofa Bed,room,superior,private bathroom,,double,not club,,no balcony,,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Standard Standard Twin,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
"Suite Suite, 1 Double Bed (Landmark)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive King Room Breakfast,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Sea Front View Room with Balcony - Twin Bed Half Board,room,standard,private bathroom,twin/twin-or-double,double,not club,,balcony,sea front,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
king deluxe room with skyline sea view Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Exclusive Suite Room,suite,executive,private bathroom,,,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
Executive Room With 2 Twin Beds Room Only,room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Standard double room Compact double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Twin capacity 1,room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Apartment, 1 bedroom, pet friendly (2 Twin Beds and 1 Double Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
dry bridge suite (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior 2 Single Beds Superior Room with One King Bed,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Junior Suite Grande,junior-suite,grand,private bathroom,,,not club,,no balcony,,
Suite - Grand De Luxe Suite - Grand De Luxe,suite,deluxe,private bathroom,,,not club,,no balcony,,
Deluxe Studio With Large Balcony (2 Twin Beds and 1 Large Twin Sofa Bed),studio,deluxe,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Classic Twin/Double room - Classic,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
THREE BRANCHE BOOKING INFORMED RATE,room,standard,private bathroom,,,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
One Bedroom Apartment Apartment 1 bedroom,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
4BR SUPERIOR WITH LUXURY SEA VIEW Breakfast,room,superior,private bathroom,,,not club,,no balcony,sea view,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
DOUBLE ROOM WITH BALCONY,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Deluxe DELUXE POOL ACCESS Pool,room,deluxe,private bathroom,,,not club,,no balcony,,
Twin/Double room - Bosphorus Twin/Double room - Bosphorus,room,standard,private bathroom,,double,not club,,no balcony,,
"Deluxe Room, Sea View (1 King Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
"Studio Junior Suite, 1 Double Bed, Beach Front (2 Twin Beds)",junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,beachfront,
Standard standard with cooking facility,room,standard,private bathroom,,,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Queen Room with Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
"Comfort Room, 1 King Bed, Balcony, Pool View (with Sofabed) (1 King Bed)",room,comfort,private bathroom,double/double-or-twin,double,not club,,balcony,pool view,
Big,room,standard,private bathroom,,,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Exclusive Suite Room,suite,executive,private bathroom,,,not club,,no balcony,,
Corner King Room With Nile View Smoking allowed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Connecting Family Room Connecting Family Room,room,standard,private bathroom,,,not club,,no balcony,,
DOUBLE STANDARD ROOM,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ronda,room,standard,private bathroom,,,not club,,no balcony,,
