rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Duplex Suite PANWA DUPLEX LAGOON SUITE,suite,,private bathroom,,,not club,,no balcony,,duplex floor
"Standard Room, 1 Queen Bed, Accessible (Communication, Accessible Tub)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe superior room twin,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double room King bed - Smoking Double room King bed - Smoking,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Grand De Luxe Suite - Grand De Luxe,suite,deluxe,private bathroom,,,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
DOUBLE ROOM WITH BALCONY,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Standard 1 King Bed, Nonsmoking, Accessible",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
"Royal Suite 2 Bedrooms, Balcony, Pool View. Includes Theme Park Access, Shuttle to MOE & Dubai Mall (2 Double Beds)",suite,royal,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,balcony,pool view,
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
Deluxe Family Sea View Room,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Double room - small Double room - small,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Triple STD3 Standard rate without breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
Tapa Collection Resort View King Room Acc Roll in show TAPA COLLECTION RESORT VW 1KG MOB ACC RI SHWR (1 Single),room,standard,private bathroom,double/double-or-twin,single,not club,,no balcony,with view,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Room Breakfast,room,executive,private bathroom,,,not club,,no balcony,,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Big,room,standard,private bathroom,,,not club,,no balcony,,
"Single Room, Smoking (1 Twin Bed)",room,standard,private bathroom,single bed,single,not club,,no balcony,,
Grand Deluxe GRAND DELUXE SUIT,suite,deluxe,private bathroom,,,not club,,no balcony,,
"prestige suit,1 cift kisilik yatak ve cekyat,sigara icilmez",suite,prestige,private bathroom,,,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Executive room Breakfast,room,executive,private bathroom,,,not club,,no balcony,,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Executive Room (Vendôme) (1 Queen Bed),room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite double or twin room double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Triple STD3 Standard rate without breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
Premier Executive Room,room,premier,private bathroom,,,not club,,no balcony,,
"Family Room, Sea View, Beach Access",room,standard,private bathroom,,,not club,,no balcony,sea view,
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
One Bedroom Family Suite Family One bedroom Suite King and Twin Beds,suite,,private bathroom,,double,not club,1 bedroom,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
Classic Two Person Balcony Classical suite twin,suite,classic,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
ONE BEDROOM SUITE (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Junior Suite Junior Suite, 1 King Bed",junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
press room triple,room,standard,private bathroom,,triple,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Large Twin Room Twin Large Room (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Guest Room -Twin Bed Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Guest Room -Twin Bed Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Villa OCEAN POOL VILLA,villa,,private bathroom,,,not club,,no balcony,,
"1 Queen Bed, Non-Smoking, Superior Room, Work Desk (1 double)",room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Suite Suite, 1 Double Bed (Landmark)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Large Twin Room Twin Large Room (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Junior Suite Junior Suite, 1 King Bed",junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
TWIN STANDARD,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
"Deluxe Guests with Swimout Water Studio Suite 1 King Bed With Sofa, Private Garden, Wi-Fi And Breakfast For 3",suite,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Standard Ocean 2 Bedroom,room,standard,private bathroom,,,not club,2 bedrooms,no balcony,,
Duplex Suite PANWA DUPLEX LAGOON SUITE,suite,,private bathroom,,,not club,,no balcony,,duplex floor
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Spacious One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Classic Double or Twin Room (2 Twin Beds) - Package Rate,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Deluxe Room,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Annex standard swim-up room (2 Twin Beds and 1 Twin Sofa Bed),room,standard,private bathroom,,double,not club,,no balcony,,
Standard Room Multiple Beds,room,standard,private bathroom,,,not club,,no balcony,,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
KING TWO BEDROOM APARTMENT Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
Deluxe Room,room,deluxe,private bathroom,,,not club,,no balcony,,
Standard room with double bed and balcony double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Hideaway Two-bedroom Pool Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
1B Water,room,standard,private bathroom,,,not club,,no balcony,,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
Roof Garden Suite,suite,,private bathroom,,,not club,,no balcony,garden view,
Double room - Land view Double room - Land view,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,land view,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Room, Sea View (1 Double Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Vilòn Junior Suite,junior-suite,,private bathroom,,,not club,,no balcony,,
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
king junior suite skyline views,junior-suite,,private bathroom,,,not club,,no balcony,with view,
Corner King Room With Nile View Smoking allowed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Standard superior bay view,room,superior,private bathroom,,,not club,,no balcony,bay view,
Junior Suite Grande,junior-suite,grand,private bathroom,,,not club,,no balcony,,
Superior Double or Twin SUPERIOR,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Deluxe Triple Room Single bed(1 Amount) Double(1 Amount),room,deluxe,private bathroom,multiple,single,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple room Breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Escape One Bedroom Pool Access Suites(1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Golden Horn Suite,suite,,private bathroom,,,not club,,no balcony,,
Suite double or twin room double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Comfort Double/ Twin Basic Rate without breakfast,room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
